minsplit,maxdepth,CP,nsplit,rel error,xerror,xstd
37,34,0.0158227715837251,8,0.320854831528344,0.545627127181883,0.0362844843760563
38,34,0.01,12,0.266503845101715,0.504656557164398,0.035205832145325
39,34,0.0133876850011026,10,0.291211323582976,0.471447034327681,0.0325230696481805
40,34,0.0243740855494423,5,0.386279040961935,0.550080262219034,0.0365259152272015
20,35,0.0158227715837251,8,0.320854831528344,0.518097384470669,0.0362228218041685
21,35,0.0181887244195162,7,0.33904355594786,0.482786552218452,0.0354572196839127
22,35,0.0133876850011026,10,0.291211323582976,0.519801132143926,0.0368590337617818
23,35,0.0138207363616421,9,0.305032059944618,0.493957955424091,0.0343740092838084
24,35,0.01,13,0.253171176697124,0.484788725396605,0.0324102615784525
25,35,0.0181887244195162,7,0.33904355594786,0.529406841377299,0.0402146068100142
26,35,0.0133876850011026,10,0.291211323582976,0.556431103823014,0.0403783544459099
27,35,0.0158227715837251,8,0.320854831528344,0.488505175799678,0.0372958450838742
28,35,0.01,13,0.253171176697124,0.493194805811196,0.0350012986038717
29,35,0.0113197934801584,11,0.277823638581874,0.544580416323869,0.0368761075336996
30,35,0.0158227715837251,8,0.320854831528344,0.510055218234271,0.034597184029747
31,35,0.01,12,0.266503845101715,0.447593454934289,0.0311474402261431
32,35,0.0243740855494423,5,0.386279040961935,0.50492565501597,0.0368381066518436
33,35,0.01,12,0.266503845101715,0.513504721678822,0.0355639818018477
34,35,0.0228613994646326,6,0.361904955412492,0.511134062828231,0.0381941511460265
35,35,0.01,12,0.266503845101715,0.520333963356084,0.0395657412494164
36,35,0.0138207363616421,9,0.305032059944618,0.478227128294021,0.0331978797519582
37,35,0.0158227715837251,8,0.320854831528344,0.510118323516011,0.0346111733455792
38,35,0.01,12,0.266503845101715,0.51433264677498,0.0359916648876782
39,35,0.01,12,0.266503845101715,0.490915751887607,0.032156136785216
40,35,0.0138207363616421,9,0.305032059944618,0.54405840889632,0.0376183499846515
20,36,0.0113197934801584,12,0.264490970177282,0.449506315327475,0.0293047975864153
21,36,0.0243740855494423,5,0.386279040961935,0.536546214221129,0.040919126826854
22,36,0.0228613994646326,6,0.361904955412492,0.50022524069368,0.0363933740710197
23,36,0.0113197934801584,12,0.264490970177282,0.504234252293286,0.0360309241753015
24,36,0.01,13,0.253171176697124,0.462776860279657,0.0331355502197865
25,36,0.0243740855494423,5,0.386279040961935,0.50306671282407,0.0390982379911924
26,36,0.01,13,0.253171176697124,0.504705446102841,0.0327792977729918
27,36,0.0228613994646326,6,0.361904955412492,0.499220985261927,0.035572258747293
28,36,0.0158227715837251,8,0.320854831528344,0.528981515638705,0.0361479602996408
29,36,0.0113197934801584,11,0.277823638581874,0.483710253756623,0.0333791020797028
30,36,0.01,12,0.266503845101715,0.484148990754428,0.0347121820700841
31,36,0.01,12,0.266503845101715,0.515337335290634,0.0375335825800781
32,36,0.0181887244195162,7,0.33904355594786,0.510659481933065,0.036507913516109
33,36,0.0158227715837251,8,0.320854831528344,0.493912775021092,0.0353617517386449
34,36,0.0133876850011026,10,0.291211323582976,0.536198024846879,0.0375767367910749
35,36,0.0158227715837251,8,0.320854831528344,0.50879585678569,0.0339937517396375
36,36,0.01,12,0.266503845101715,0.554252564639177,0.0387708133518463
37,36,0.0228613994646326,6,0.361904955412492,0.528103698334188,0.0377926335533926
38,36,0.0181887244195162,7,0.33904355594786,0.505276828829149,0.0344226843539371
39,36,0.0113197934801584,11,0.277823638581874,0.506695610054125,0.0361955985118483
40,36,0.0133876850011026,10,0.291211323582976,0.494999077272604,0.0346719097563852
20,37,0.01,13,0.253171176697124,0.518257207921555,0.0368981459364083
21,37,0.0138207363616421,9,0.305032059944618,0.496866878953483,0.0322176180959096
22,37,0.0228613994646326,6,0.361904955412492,0.511119822743942,0.037523246424317
23,37,0.0158227715837251,8,0.320854831528344,0.51572848345539,0.0362642797256282
